Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime,,,
Aurangzeb,17-May-13,3.92 Cr,12.86 Cr,19.6 Cr,22,,,
Beehad ?€? The Ravines,17-May-13,N.A. Cr,N.A. Cr,N.A. Cr,0.2,,,
I Don?€?t Luv U,17-May-13,N.A. Cr,N.A. Cr,0.34 Cr,0.4,,,
Four Two Ka One,10-May-13,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Go Goa Gone,10-May-13,3.75 Cr,12.9 Cr,19.92 Cr,25,,,
Gippi,10-May-13,0.75 Cr,3 Cr,4.5 Cr,4.5,,,
Shootout At Wadala,03-May-13,10.1 Cr,30.7 Cr,46 Cr,60,,,
Bin Phere Free Me Ttere,03-May-13,N.A. Cr,N.A. Cr,0.03 Cr,0,,,
Chhota Bheem and the throne of Bali,03-May-13,N.A. Cr,N.A. Cr,2.3 Cr,4.3,,,
Bombay Talkies,03-May-13,1.3 Cr,5.05 Cr,7.5 Cr,8.4,,,
Life Mein Hungama Hai,26-Apr-13,N.A. Cr,N.A. Cr,0.05 Cr,0,,,
Chehra,26-Apr-13,N.A. Cr,N.A. Cr,0.02 Cr,0,,,
Mai To Hu Hi Ulta,26-Apr-13,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Shree,26-Apr-13,N.A. Cr,N.A. Cr,0.32 Cr,0.3,,,
Aashiqui 2,26-Apr-13,6.25 Cr,20.50 Cr,38.4 Cr,78,,,
Ek Thi Daayan,19-Apr-13,6.24 Cr,18.07 Cr,25.8 Cr,25,,,
Murder Plan,19-Apr-13,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
The World of Fashion,19-Apr-13,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
2 Little Indians,19-Apr-13,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Nautanki Saala!,12-Apr-13,3.25 Cr,13.25 Cr,19 Cr,21,,,
Commando ?€? A One Man Army,12-Apr-13,3.69 Cr,11.18 Cr,17.5 Cr,21,,,
Rise Of The Zombie,05-Apr-13,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.3,,,
Chashme Baddoor,05-Apr-13,5.18 Cr,19.20 Cr,30 Cr,41,,,
Himmatwala,29-Mar-13,12.1 Cr,31.1 Cr,0 Cr N.A,47,,,
Sona Spa,22-Mar-13,N.A. Cr,N.A. Cr,0.23 Cr,0.2,,,
Aatma,22-Mar-13,N.A. Cr,N.A. Cr,N.A. Cr,8.7,,,
Rangrezz,21-Mar-13,1 Cr,4 Cr,6 Cr,6.3,,,
Mere Dad Ki Maruti,15-Mar-13,1.03 Cr,4.59 Cr,8.09 Cr,12,,,
Jolly L.L.B.,15-Mar-13,3.12 Cr,12.51 Cr,19.52 Cr,32,,,
3G,15-Mar-13,1.1 Cr,3.62 Cr,5.82 Cr,5.9,,,
Saare Jahaan Se Mehnga,08-Mar-13,0 Cr N.A,0 Cr N.A,0.73 Cr,0.8,,,
Saheb Biwi Aur Gangster Returns,08-Mar-13,3.5 Cr,12.75 Cr,18.25 Cr,21,,,
The Attacks Of 26/11,01-Mar-13,1.45 Cr,5.5 Cr,8 Cr,13,,,
"I, Me Aur Main",01-Mar-13,N.A. Cr,5.4 Cr,7.9 Cr,8.7,,,
Bloody Isshq,01-Mar-13,N.A. Cr,N.A. Cr,0.06 Cr,0,,,
Zila Ghaziabad,22-Feb-13,3.5 Cr,10 Cr,16 Cr,16,,,
Kai Po Che!,22-Feb-13,4.5 Cr,18.1 Cr,29.5 Cr,49,,,
Jayanta Bhai Ki Luv Story,15-Feb-13,0.5 Cr,2.50 Cr,0 Cr N.A,4,,,
Murder 3,15-Feb-13,4.52 Cr,13.31 Cr,20.95 Cr,22,,,
Special 26,08-Feb-13,7 Cr,27 Cr,44 Cr,66,,,
ABCD ?€? Any Body Can Dance,08-Feb-13,5.5 Cr,19.5 Cr,32.2 Cr,45,,,
David,01-Feb-13,0.69 Cr,2.41 Cr,3.75 Cr,3.7,,,
Deewana Main Deewana,01-Feb-13,0 Cr N.A,0 Cr N.A,0.06 Cr,0.1,,,
Mai?€?,01-Feb-13,0 Cr N.A,0 Cr N.A,0.08 Cr,0,,,
Listen?€? Amaya,01-Feb-13,N.A. Cr,N.A. Cr,0.07 Cr,0,,,
Vishwaroop,01-Feb-13,1.89 Cr,7.56 Cr,0 Cr N.A,11,,,
Race 2,25-Jan-13,15.12 Cr,51.35 Cr,76.1 Cr,100,,,
AkaashVani,25-Jan-13,0 Cr N.A,0 Cr N.A,1.92 Cr,2.1,,,
Main Krishna Hoon,25-Jan-13,0 Cr N.A,0 Cr N.A,0.29 Cr,0.2,,,
Inkaar,18-Jan-13,1.75 Cr,6.35 Cr,9.5 Cr,9.5,,,
Bandook,18-Jan-13,N.A. Cr,N.A. Cr,0.08 Cr,0,,,
Mumbai Mirror,18-Jan-13,N.A. Cr,N.A. Cr,1.57 Cr,1.8,,,
Matru Ki Bijlee Ka Mandola,11-Jan-13,7.02 Cr,22.42 Cr,33.17 Cr,41,,,
Gangoobai,11-Jan-13,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Pyaar Mein Aisa Hota Hai,11-Jan-13,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Rajdhani Express,04-Jan-13,N.A. Cr,N.A. Cr,0.33 Cr,0.3,,,
Dekha Jo Pehli Baar,04-Jan-13,N.A. Cr,N.A. Cr,N.A. Cr,0.3,,,
Meri Shadi Karao,04-Jan-13,N.A. Cr,N.A. Cr,0.06 Cr,0,,,
Dehraadun Diary,04-Jan-13,N.A. Cr,N.A. Cr,0.33 Cr,0.3,,,
Table No. 21,04-Jan-13,1.55 Cr,5.84 Cr,9.5 Cr,10,,,
Ugly,26-Dec-14,0.40 Cr,1.65 Cr,3.34 Cr,6.2,,,
PK,19-Dec-14,26.63 Cr,95.41 Cr,183.09 Cr,340,,,
Room ?€? The Mystery,12-Dec-14,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Life Mein Twist Hai,12-Dec-14,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Main Aur Mr. Riight,12-Dec-14,0.04 Cr,0.15 Cr,0.29 Cr,0.3,,,
LUV?€?..Phir Kabhie,12-Dec-14,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Kaash Tum Hote,12-Dec-14,N.A. Cr,N.A. Cr,0.02 Cr,0,,,
Badlapur Boys,12-Dec-14,0.14 Cr,0.43 Cr,0.76 Cr,0.8,,,
Bhopal: A Prayer For Rain,05-Dec-14,0 Cr N.A,0 Cr N.A,1.11 Cr,1.3,,,
Action Jackson,05-Dec-14,10.25 Cr,29.25 Cr,45.16 Cr,57,,,
Zid,28-Nov-14,2.82 Cr,8.68 Cr,14.08 Cr,14,,,
Sulemani Keeda,28-Nov-14,0 Cr N.A,0 Cr N.A,0.11 Cr,0.1,,,
Zed Plus,28-Nov-14,N.A. Cr,N.A. Cr,0.47 Cr,0.4,,,
Ungli,28-Nov-14,3.6 Cr,12.8 Cr,19.15 Cr,19,,,
Darr Ke Aage Jeet Hai,21-Nov-14,N.A Cr,N.A Cr,0.02 Cr,0,,,
Gollu Aur Pappu,21-Nov-14,N.A Cr,N.A Cr,0.01 Cr,0,,,
The Real Dream Girl,21-Nov-14,N.A Cr,N.A Cr,0.01 Cr,0,,,
Happy Ending,21-Nov-14,3.75 Cr,13.0 Cr,19.05 Cr,19,,,
Titoo MBA,21-Nov-14,N.A Cr,N.A Cr,0.10 Cr,0.1,,,
Kill Dil,14-Nov-14,6.53 Cr,20.18 Cr,29.28 Cr,33,,,
Money Back Gurantee,14-Nov-14,N.A Cr,N.A Cr,0.05 Cr,0,,,
6-5=2,14-Nov-14,0.10 Cr,N.A. Cr,0.71 Cr,0.7,,,
The Shaukeens,07-Nov-14,5.12 Cr,18.52 Cr,18.88 Cr,28,,,
Chaar Sahibzaade,07-Nov-14,0 Cr N.A,0 Cr N.A,3.50 Cr,33,,,
Rang Rasiya / Colors of Passion,07-Nov-14,0.63 Cr,2.31 Cr,3.89 Cr,4.8,,,
Super Nani,31-Oct-14,0.50 Cr,1.42 Cr,2.52 Cr,2.6,,,
Roar ?€? Tigers Of The Sunderbans,31-Oct-14,1.60 Cr,5.00 Cr,7.68 Cr,8.6,,,
C.D. Kand,24-Oct-14,N.A. Cr,N.A. Cr,0 Cr N.A,0,,,
Happy New Year,24-Oct-14,44.97 Cr,108.86 Cr,157.57 Cr,203,,,
Gurjar Aandolan,17-Oct-14,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Sonali Cable,17-Oct-14,0.14 Cr,0.45 Cr,0.81 Cr,0.9,,,
Mumbai 125 KM,17-Oct-14,0.34 Cr,1.12 Cr,1.47 Cr,1.6,,,
Jigariyaa,10-Oct-14,0.02 Cr,0.07 Cr,0.16 Cr,0.1,,,
Tamanchey,10-Oct-14,0.22 Cr,0.66 Cr,1.30 Cr,1.4,,,
Ekkees Toppon Ki Salaami,10-Oct-14,0.22 Cr,0.83 Cr,1.40 Cr,1.5,,,
Spark,10-Oct-14,0.03 Cr,0.05 Cr,0.09 Cr,0,,,
Bang Bang!,02-Oct-14,27.54 Cr,94.13 Cr,135.45 Cr,181,,,
Haider,02-Oct-14,6.14 Cr,26.78 Cr,41 Cr,56,,,
Ladies First,02-Oct-14,N.A. Cr,N.A. Cr,0.01 Cr,0,,,
Meinu Ek Ladki Chaahiye,26-Sep-14,N.A. Cr,N.A. Cr,0.07 Cr,0,,,
Chaarfutiya Chhokare,26-Sep-14,0.04 Cr,0.1 Cr,0.21 Cr,0.2,,,
3 A.M.,26-Sep-14,0.28 Cr,1.20 Cr,1.80 Cr,1.8,,,
Balwinder Singh?€? Famous Ho Gaya,26-Sep-14,0.1 Cr,0.28 Cr,0.53 Cr,0.5,,,
Desi Kattey,26-Sep-14,0.55 Cr,1.75 Cr,2.92 Cr,2.9,,,
Khoobsurat,19-Sep-14,2.74 Cr,11.53 Cr,19.11 Cr,24,,,
Daawat-e-Ishq,19-Sep-14,3.72 Cr,13.6 Cr,20.43 Cr,25,,,
Finding Fanny,12-Sep-14,5.1 Cr,19.9 Cr,28.09 Cr,35,,,
Creature,12-Sep-14,3.24 Cr,11.36 Cr,17.7 Cr,17,,,
Mary Kom,05-Sep-14,8.4 Cr,30.6 Cr,46 Cr,56,,,
Raja Natwarlal,29-Aug-14,6.10 Cr,17.4 Cr,25.88 Cr,26,,,
Identity Card,29-Aug-14,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Mardaani,22-Aug-14,3.46 Cr,14.46 Cr,22.97 Cr,35,,,
Mad About Dance,22-Aug-14,0 Cr N.A,0 Cr N.A,0.18 Cr,0.2,,,
Trip to Bhangarh,22-Aug-14,0 Cr N.A,0 Cr N.A,0.12 Cr,0.1,,,
Katiyabaaz,22-Aug-14,0 Cr N.A,0 Cr N.A,0.09 Cr,0.1,,,
Life Is Beautiful!,22-Aug-14,N.A. Cr,N.A. Cr,0.04 Cr,0,,,
Singham Returns,15-Aug-14,32.09 Cr,77.69 Cr,112.59 Cr,140,,,
Entertainment,08-Aug-14,11.16 Cr,36.69 Cr,56.50 Cr,72,,,
Lateef: The King Of Crime,01-Aug-14,0 Cr N.A,0 Cr N.A,0.05 Cr,0,,,
Kick,25-Jul-14,26.40 Cr,83.83 Cr,164.09 Cr,231,,,
Riyasat,18-Jul-14,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Aaj Ka Fashion Trend,18-Jul-14,N.A Cr,N.A. Cr,0.01 Cr,0,,,
Amit Sahni Ki List,18-Jul-14,0.69 Cr,2.83 Cr,4.36 Cr,4.3,,,
Pizza,18-Jul-14,0.75 Cr,2.91 Cr,4.22 Cr,4.2,,,
Bazaar-E-Husn,18-Jul-14,N.A. Cr,N.A. Cr,0.01 Cr,0,,,
Hate Story 2,18-Jul-14,5.46 Cr,15.85 Cr,25.60 Cr,27,,,
Munna Mange Memsaab,11-Jul-14,N.A. Cr,N.A. Cr,0.02 Cr,0,,,
Humpty Sharma Ki Dulhania,11-Jul-14,9.02 Cr,33.74 Cr,53.31 Cr,76,,,
Bollywood Villa,11-Jul-14,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Lekar Hum Deewana Dil,04-Jul-14,0.5 Cr,1.6 Cr,2.40 Cr,2.4,,,
Bobby Jasoos,04-Jul-14,1.79 Cr,7.68 Cr,10.83 Cr,11,,,
Ek Villain,27-Jun-14,16.72 Cr,50.70 Cr,77.20 Cr,105,,,
Humshakals,20-Jun-14,12.5 Cr,40.13 Cr,56.35 Cr,63,,,
Guardians,20-Jun-14,N.A. Cr,N.A. Cr,0.01 Cr,0,,,
The Untold Story Aahinsa,20-Jun-14,N.A. Cr,N.A. Cr,0.01 Cr,0,,,
Chal Bhaag,13-Jun-14,0 Cr N.A,0 Cr N.A,0.05 Cr,0,,,
Nari Teri Shakti Anokhi,13-Jun-14,N.A. Cr,N.A. Cr,0.01 Cr,0,,,
Machhli Jal Ki Rani Hai,13-Jun-14,N.A. Cr,N.A. Cr,1.08 Cr,1.3,,,
Unforgettable,13-Jun-14,N.A. Cr,N.A. Cr,0.02 Cr,0,,,
18.11 (A code of Secrecy?€?!),13-Jun-14,N.A. Cr,N.A. Cr,0.012 Cr,0,,,
Fugly,13-Jun-14,2.95 Cr,9.34 Cr,11.57 Cr,12,,,
Holiday ?€? A Soldier Is Never Off Duty,06-Jun-14,12.18 Cr,41.32 Cr,68.65 Cr,112,,,
Filmistaan,06-Jun-14,0.51 Cr,2.81 Cr,4.91 Cr,6.2,,,
Kuku Mathur Ki Jhand Ho Gayi,30-May-14,0.33 Cr,1.32 Cr,2.07 Cr,2.1,,,
Citylights,30-May-14,0.70 Cr,3.57 Cr,6.0 Cr,8.5,,,
Heropanti,23-May-14,6.63 Cr,21.33 Cr,35.91 Cr,52,,,
Mighty Raju ?€? Rio Calling,16-May-14,0 Cr N.A,0 Cr N.A,0.76 Cr,1.1,,,
The Xpose,16-May-14,2.97 Cr,10.97 Cr,18.61 Cr,22,,,
M3-Midsummer Midnight Mumbai,16-May-14,0 Cr N.A,0 Cr N.A,0.25 Cr,0.2,,,
Children of War,16-May-14,0 Cr N.A,0 Cr N.A,0.61 Cr,0.6,,,
Hawaa Hawaai,09-May-14,0.80 Cr,4.25 Cr,7.70 Cr,10,,,
Mastram,09-May-14,0.50 Cr,2.08 Cr,3.25 Cr,3.3,,,
Manjunath,09-May-14,0.20 Cr,0 Cr N.A,1.00 Cr,1,,,
Khwaabb,09-May-14,0.20 Cr,0 Cr N.A,0.75 Cr,0.7,,,
Yeh Hai Bakrapur,09-May-14,0.20 Cr,N.A. Cr,0.70 Cr,0.7,,,
Koyelaanchal,09-May-14,0.45 Cr,1.42 Cr,2.15 Cr,2.2,,,
Kya Dilli Kya Lahore,02-May-14,0.08 Cr,0.22 Cr,0.69 Cr,0.6,,,
Purani Jeans,02-May-14,0.32 Cr,1.1 Cr,1.17 Cr,1.1,,,
Angry Young Man,01-May-14,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Kahin Hai Mera Pyar,01-May-14,N.A. Cr,N.A. Cr,0.07 Cr,0,,,
Samrat & Co.,25-Apr-14,0.23 Cr,0.82 Cr,1.26 Cr,1.2,,,
Revolver Rani,25-Apr-14,1.50 Cr,6.50 Cr,8.45 Cr,10,,,
Kaanchi?€?,25-Apr-14,0.75 Cr,2.36 Cr,3.77 Cr,3.9,,,
Lucky Kabootar,18-Apr-14,N.A. Cr,N.A. Cr,0.22 Cr,0.2,,,
Dekh Tamasha Dekh,18-Apr-14,0 Cr N.A,0 Cr N.A,0.15 Cr,0.1,,,
2 States,18-Apr-14,12.42 Cr,38.06 Cr,60.73 Cr,102,,,
Bhoothnath Returns,11-Apr-14,4.07 Cr,18.02 Cr,30.14 Cr,39,,,
Main Tera Hero,04-Apr-14,6.60 Cr,22.73 Cr,38.48 Cr,50,,,
Jal,04-Apr-14,0.1 Cr,0.5 Cr,0.55 Cr,0.5,,,
Honour Killing,04-Apr-14,N.A. Cr,N.A. Cr,0.15 Cr,0.1,,,
Ebn-e-Batuta,04-Apr-14,N.A. Cr,N.A. Cr,0.01 Cr,0,,,
Dishkiyaoon,28-Mar-14,1.03 Cr,3.5 Cr,4.97 Cr,5.2,,,
Station,28-Mar-14,N.A. Cr,N.A. Cr,0.19 Cr,0.1,,,
Youngistaan,28-Mar-14,0.98 Cr,4 Cr,6.13 Cr,6.9,,,
O Teri,28-Mar-14,0.90 Cr,2.25 Cr,3.30 Cr,3.4,,,
Ankhon Dekhi,21-Mar-14,0 Cr N.A,0 Cr N.A,0.64 Cr,0.7,,,
Gang of Ghosts,21-Mar-14,N.A. Cr,N.A. Cr,1.55 Cr,1.7,,,
Lakshmi,21-Mar-14,0 Cr N.A,0 Cr N.A,0.18 Cr,0.1,,,
Ragini MMS ?€? 2,21-Mar-14,8.43 Cr,24.5 Cr,39.38 Cr,45,,,
Bewakoofiyaan,14-Mar-14,2.23 Cr,7.31 Cr,12.77 Cr,14,,,
Neighbours,14-Mar-14,0 Cr N.A,0 Cr N.A,0.07 Cr,0,,,
W,14-Mar-14,0 Cr N.A,0 Cr N.A,0.04 Cr,0,,,
Total Siyapaa,07-Mar-14,1.11 Cr,4.09 Cr,5.77 Cr,5.9,,,
Gulaab Gang,07-Mar-14,2.41 Cr,8.84 Cr,12.54 Cr,14,,,
Queen,07-Mar-14,1.80 Cr,10 Cr,18.80 Cr,61,,,
Shaadi Ke Side Effects,28-Feb-14,5.70 Cr,34.23 Cr,30.83 Cr,37,,,
Anuradha,28-Feb-14,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Highway,21-Feb-14,3.42 Cr,13.97 Cr,22.38 Cr,30,,,
Dee Saturday Night,21-Feb-14,N.A. Cr,N.A. Cr,0.35 Cr,0.3,,,
Darr @The Mall,21-Feb-14,1.10 Cr,3.8 Cr,4.80 Cr,4.9,,,
Gunday,14-Feb-14,16.12 Cr,43.93 Cr,63.08 Cr,78,,,
Babloo Happy Hai,07-Feb-14,0 Cr N.A,0 Cr N.A,0.23 Cr,0.2,,,
Hasee Toh Phasee,07-Feb-14,4.65 Cr,18.40 Cr,28.55 Cr,37,,,
Ya Rab,07-Feb-14,0 Cr N.A,0 Cr N.A,0.17 Cr,0.2,,,
Heartless,07-Feb-14,N.A. Cr,0.75 Cr,1.08 Cr,1.1,,,
One By Two,31-Jan-14,0.60 Cr,1.91 Cr,2.59 Cr,2.6,,,
Jai Ho,24-Jan-14,17.75 Cr,60.68 Cr,88.78 Cr,116,,,
Miss Lovely,17-Jan-14,0.15 Cr,0.49 Cr,0 Cr N.A,0.4,,,
Karle Pyaar Karle,17-Jan-14,0.3 Cr,0.7 Cr,1.17 Cr,1.2,,,
Strings Of Passion,17-Jan-14,N.A. Cr,N.A. Cr,0.01 Cr,0,,,
Paranthe Wali Gali,17-Jan-14,0.05 Cr,0.15 Cr,0 Cr N.A,0.1,,,
Dedh Ishqiya,10-Jan-14,3.00 Cr,12 Cr,19.64 Cr,27,,,
Yaariyan,10-Jan-14,5.75 Cr,19.2 Cr,31.50 Cr,40,,,
Sholay 3D,03-Jan-14,1.50 Cr,6.30 Cr,8.43 Cr,11,,,
Mr Joe B. Carvalho,03-Jan-14,0.65 Cr,2 Cr,2.95 Cr,3,,,
Star Wars: The Force Awakens (English),25-Dec-15,4.58 Cr,10.02 Cr,15 Cr,15,,,
Bajirao Mastani,18-Dec-15,12.80 Cr,46.77 Cr,86.15 Cr,184,,,
Dilwale,18-Dec-15,21 Cr,65.09 Cr,102.65 Cr,148,,,
The Silent Heroes,11-Dec-15,N.A. Cr,N.A. Cr,0.1 Cr,0.1,,,
Sorry Daddy,11-Dec-15,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
Hate Story 3,04-Dec-15,9.72 Cr,26.82 Cr,42.20 Cr,51,,,
Angry Indian Goddesses,04-Dec-15,0 Cr N.A,0 Cr N.A,1.32 Cr,2,,,
Kajarya,04-Dec-15,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Tamasha,27-Nov-15,10.94 Cr,38.23 Cr,53.46 Cr,67,,,
Yeh Ishq Sarfira,27-Nov-15,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
X: Past is Present,20-Nov-15,0 Cr N.A,0 Cr N.A,0.37 Cr,0.4,,,
Spectre (English),20-Nov-15,8.4 Cr,23.5 Cr,32.75 Cr,36,,,
Run Bhuumi,12-Nov-15,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Prem Ratan Dhan Payo,12-Nov-15,40.35 Cr,129.77 Cr,172.82 Cr,210,,,
Yaara Silly Silly,06-Nov-15,0 Cr N.A,0 Cr N.A,0.24 Cr,0.2,,,
Charlie Kay Chakkar Mein,06-Nov-15,0 Cr N.A,0 Cr N.A,0.76 Cr,0.8,,,
Ranbanka,06-Nov-15,0 Cr N.A,0 Cr N.A,0.08 Cr,0,,,
Four Pillars Of Basement,06-Nov-15,0 Cr N.A,0 Cr N.A,0.15 Cr,0.1,,,
The Last Horror,30-Oct-15,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Guddu Ki Gun,30-Oct-15,0 Cr N.A,0 Cr N.A,1.78 Cr,1.8,,,
Love Exchange,30-Oct-15,0 Cr N.A,0 Cr N.A,0.1 Cr,0.1,,,
Main Aur Charles,30-Oct-15,0 Cr N.A,0 Cr N.A,5.5 Cr,6,,,
Once Upon a Time in Bihar,30-Oct-15,0 Cr N.A,0 Cr N.A,0.08 Cr,0,,,
Titli,30-Oct-15,0.20 Cr,1.05 Cr,1.4 Cr,1.8,,,
Shaandaar,22-Oct-15,13.10 Cr,33.51 Cr,40.15 Cr,43,,,
Ranviir The Marshal,22-Oct-15,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Jaatiwad,16-Oct-15,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Chinar Daastaan-E-Ishq,16-Oct-15,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Wedding Pullav,16-Oct-15,0.07 Cr,0.21 Cr,0.47 Cr,0.5,,,
Hogaya Dimaagh Ka Dahi,16-Oct-15,0 Cr N.A,0 Cr N.A,0.12 Cr,0.1,,,
Bumper Draw,16-Oct-15,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Pyaar Ka Punchnama 2,16-Oct-15,6.80 Cr,22.75 Cr,39.25 Cr,64,,,
Jazbaa,09-Oct-15,4.23 Cr,15.24 Cr,21.58 Cr,25,,,
Rudhramadevi,09-Oct-15,N.A Cr,N.A Cr,1.95 Cr,2.2,,,
Hum Sab Ullu Hain,09-Oct-15,N.A. Cr,N.A. Cr,0.01 Cr,0,,,
Grow Up,09-Oct-15,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Talvar,02-Oct-15,3 Cr,9 Cr,15.55 Cr,30,,,
Dunno Y2 ?€? Life Is A Moment,02-Oct-15,0 Cr N.A,0 Cr N.A,0.04 Cr,0,,,
Singh Is Bliing,02-Oct-15,20.67 Cr,54.44 Cr,77.6 Cr,89,,,
Manchali Padosan,02-Oct-15,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
The Martian (English),02-Oct-15,0 Cr N.A,0 Cr N.A,8.5 Cr,13,,,
Puli,01-Oct-15,0 Cr N.A,0 Cr N.A,3.81 Cr,4,,,
Calendar Girls,25-Sep-15,1.5 Cr,3.8 Cr,6.2 Cr,6.3,,,
Bhaag Johnny,25-Sep-15,0 Cr N.A,0 Cr N.A,1.78 Cr,1.8,,,
Kis Kisko Pyaar Karoon,25-Sep-15,10.15 Cr,28.81 Cr,43.5 Cr,49,,,
How is Wow,25-Sep-15,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Timeout,25-Sep-15,0 Cr N.A,0 Cr N.A,0.07 Cr,0,,,
Katti Batti,18-Sep-15,5.28 Cr,16.27 Cr,22.58 Cr,24,,,
Meeruthiya Gangsters,18-Sep-15,0 Cr N.A,0 Cr N.A,0.62 Cr,0.6,,,
The Perfect Girl ?€? Ek Simple Si Love Story,11-Sep-15,0 Cr N.A,0 Cr N.A,0.007 Cr,0,,,
Hero,11-Sep-15,6.85 Cr,21.10 Cr,30.87 Cr,33,,,
Tera Mera Tedha Medha,11-Sep-15,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Mere Genie Uncle,11-Sep-15,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
The Transporter: Refueled (English),04-Sep-15,N.A. Cr,N.A. Cr,4.35 Cr,4.8,,,
Welcome Back,04-Sep-15,14.35 Cr,51 Cr,74.02 Cr,96,,,
Lakhon Hain Yahan Dilwale,04-Sep-15,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Gauraiya,28-Aug-15,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Baankey Ki Crazy Baraat,28-Aug-15,0 Cr N.A,0 Cr N.A,0.83 Cr,0.8,,,
Kaun Kitney Paani Mein,28-Aug-15,0 Cr N.A,0 Cr N.A,0.29 Cr,0.2,,,
Phantom,28-Aug-15,8.46 Cr,33.18 Cr,47.40 Cr,54,,,
Chehere,28-Aug-15,N.A. Cr,N.A. Cr,0.001 Cr,0,,,
The Love is Forever,21-Aug-15,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Fantastic Four (English),21-Aug-15,N.A. Cr,N.A. Cr,6.25 Cr,6.4,,,
All Is Well,21-Aug-15,2.91 Cr,11.92 Cr,0 Cr N.A,15,,,
Manjhi The Mountain Man,21-Aug-15,1.40 Cr,6.45 Cr,10.17 Cr,12,,,
Gour Hari Dastaan ?€? The Freedom File,14-Aug-15,0 Cr N.A,0 Cr N.A,0.2 Cr,0.2,,,
Brothers,14-Aug-15,15.20 Cr,52.08 Cr,72.60 Cr,82,,,
Jaanisaar,07-Aug-15,0 Cr N.A,0 Cr N.A,0.16 Cr,0.1,,,
Bangistan,07-Aug-15,1 Cr,3.77 Cr,5.49 Cr,5.4,,,
Mission: Impossible ?€? Rogue Nation (English),07-Aug-15,8 Cr,25.25 Cr,35 Cr,48,,,
Kala Sach ?€? The Black Truth,07-Aug-15,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Mera Badan The Body,31-Jul-15,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Drishyam,31-Jul-15,5.8 Cr,23.05 Cr,36.65 Cr,67,,,
Masaan,24-Jul-15,0 Cr N.A,0 Cr N.A,2.21 Cr,3.6,,,
Aisa Yeh Jahaan,24-Jul-15,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Ant-Man (English),24-Jul-15,1.36 Cr,4.24 Cr,6.43 Cr,6.9,,,
Bajrangi Bhaijaan,17-Jul-15,27.25 Cr,102.60 Cr,184.62 Cr,320,,,
Thoda Lutf Thoda Ishq,10-Jul-15,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
S.P. Khan Ek Nayi Kranti,10-Jul-15,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
I Love NY,10-Jul-15,0 Cr N.A,0 Cr N.A,1.49 Cr,1.5,,,
2 Chehare,10-Jul-15,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Bahubali ?€? The Beginning,10-Jul-15,5.15 Cr,22.35 Cr,46.77 Cr,118,,,
Second Hand Husband,03-Jul-15,N.A. Cr,N.A. Cr,2.45 Cr,2.7,,,
Madmast Barkhaa,03-Jul-15,0 Cr N.A,0.001 Cr,0 Cr N.A,0,,,
Bezubaan Ishq,03-Jul-15,0 Cr N.A,0.05 Cr,0 Cr N.A,0,,,
Guddu Rangeela,03-Jul-15,1.51 Cr,5.82 Cr,8.77 Cr,8.7,,,
